nteammrpd_s	459.28	-977.28	21.60	0.0	limbo
1442091633	477.18	-929.71	33.25	180.0	captain
1442091633	477.18	-931.51	33.25	180.0	captain
1442091633	477.18	-923.24	33.25	180.0	captain
1442091633	477.18	-925.04	33.25	180.0	captain
nteam_mrpd_lamp1	468.16	-925.13	36.45	-90.0	captain
3861464315	478.89	-923.75	33.25	0.0	captain
3861464315	478.89	-930.94	33.25	0.0	captain
nteam_mrpd_keypadtablet	467.30	-986.25	30.59	-180.0	righthall
nteam_mrpd_floor_logo	457.24	-955.85	29.25	0.0	mainhall
nteam_mrpd_biglogo	467.02	-924.27	35.44	90.0	captain
nteam_mrpdwalldetails3	461.59	-934.45	35.52	0.0	officeleft
nteam_mrpdwalldetails3	454.70	-977.11	36.00	-180.0	officeright
nteam_mrpd_bathroom1	448.37	-971.20	33.25	180.0	floor
nteam_mrpd_bathroomdoor	447.18	-971.22	34.29	0.0	floor
nteam_mrpd_bathroomdoor	445.74	-971.22	34.29	0.0	floor
nteam_mrpd_bathroomdoor	444.30	-971.22	34.29	0.0	floor
nteam_mrpd_bathroom2	445.47	-967.34	33.58	-90.0	floor
nteam_mrpd_bathroomdoor	444.30	-975.79	34.29	0.0	floor
nteam_mrpd_bathroom1	448.37	-975.77	33.25	180.0	floor
nteam_mrpd_bathroomdoor	445.74	-975.79	34.29	0.0	floor
nteam_mrpd_bathroomdoor	447.18	-975.79	34.29	0.0	floor
nteam_mrpd_bathroom2	445.17	-972.80	33.58	-90.0	floor
nteam_mrpdphoto_1	441.69	-999.06	22.17	-90.0	area
nteam_mrpd_biglogo	446.30	-991.05	24.77	90.0	area
nteam_mrpd_biglogo	442.64	-986.80	24.55	-180.0	garage
nteam_mrpd_reflection	451.81	-962.19	29.25	0.0	mainhall
4062365023	477.78	-977.67	30.03	90.0	righthall
4062365023	477.78	-977.67	30.57	90.0	righthall
nteam_mrpd_biglogo	471.22	-956.23	35.14	-90.0	floor
nteam_mrpd_biglogo	464.84	-978.97	34.87	90.0	righthalloor
nteammrpdlobbyseat	463.76	-965.55	37.25	0.0	2ndunithall
nteammrpdlobbyseat	463.76	-962.67	37.25	0.0	2ndunithall
nteammrpdlobbyseat	463.76	-950.72	37.25	0.0	2ndunithall
nteammrpdlobbyseat	463.76	-953.69	37.25	0.0	2ndunithall
nteammrpdlobbyseat	463.76	-959.77	37.25	0.0	2ndunithall
nteammrpdlobbyseat	463.76	-956.66	37.25	0.0	2ndunithall
nteammrpdlobbyseat	471.50	-957.62	37.25	90.0	2ndunithall
nteammrpdlobbyseat	470.17	-951.40	37.25	-90.0	2ndunithall
nteam_mrpd_keypadtablet	468.50	-946.49	38.42	0.0	2ndunithall
nteam_mrpd_keypadtablet	468.50	-968.20	38.42	0.0	2ndunithall
nteam_mrpd_keypadtablet	465.49	-967.83	38.42	-180.0	2ndunithall
336917068	463.86	-966.57	37.25	0.0	2ndunithall
336917068	463.86	-948.24	37.25	0.0	2ndunithall
336917068	469.45	-957.43	37.25	0.0	2ndunithall
336917068	469.45	-951.54	37.25	0.0	2ndunithall
4137142299	464.63	-950.90	40.28	90.0	2ndunithall
4137142299	464.63	-957.21	40.28	90.0	2ndunithall
4137142299	464.63	-963.66	40.28	90.0	2ndunithall
nteam_mrpd_lamp1	466.06	-966.71	40.55	180.0	2ndunithall
nteam_mrpd_lamp1	466.06	-947.19	40.55	180.0	2ndunithall
nteam_mrpd_lamp1	466.75	-951.42	40.70	90.0	2ndunithall
nteam_mrpd_lamp1	469.51	-953.68	40.70	90.0	2ndunithall
nteammrpdplate	466.96	-968.17	40.89	0.0	2ndunithall
nteam_mrpd_swatlogo	467.02	-946.51	40.11	0.0	2ndunithall
nteam_mrpd_swatlogo	467.00	-937.41	39.52	0.0	2ndunitmidhall
1561304841	467.01	-937.37	38.70	0.0	2ndunitmidhall
1561304841	467.01	-937.37	40.31	180.0	2ndunitmidhall
1561304841	466.17	-937.37	39.55	0.0	2ndunitmidhall
1561304841	467.82	-937.37	39.55	0.0	2ndunitmidhall
nteam_mrpd_keypadtablet	465.51	-946.16	38.43	180.0	2ndunitmidhall
3630108248	465.08	-943.72	37.24	75.0	2ndunitmidhall
3630108248	468.99	-943.72	37.24	55.0	2ndunitmidhall
1047203046	469.25	-944.37	38.40	90.0	2ndunitmidhall
822902232	469.14	-945.92	38.62	-90.0	2ndunitmidhall
336917068	465.08	-937.79	37.24	0.0	2ndunitmidhall
336917068	468.86	-937.79	37.24	0.0	2ndunitmidhall
nteam_mrpd_bench	469.62	-949.86	37.26	90.0	2ndunitmidhall
nteam_mrpd_bench	471.00	-950.77	37.26	180.0	2ndunitmidhall
3407521760	473.34	-950.49	37.25	-90.0	2ndunitmidhall
3407521760	473.34	-949.45	37.25	-90.0	2ndunitmidhall
1010590096	471.00	-950.77	37.78	180.0	2ndunitmidhall
948080762	470.19	-949.86	37.32	90.0	2ndunitmidhall
684238724	469.47	-949.44	38.53	90.0	2ndunitmidhall
4137142299	470.25	-947.61	40.12	90.0	2ndunitmidhall
4137142299	472.40	-947.61	40.12	90.0	2ndunitmidhall
nteam_mrpd_armoryanim1	473.07	-946.41	36.69	90.0	2ndunitmidhall
nteam_mrpd_armoryanim1	473.07	-943.91	36.69	90.0	2ndunitmidhall
fnteammrpdwalldecor2	473.04	-947.28	38.26	0.0	2ndunitmidhall
fnteammrpdwalldecor2	473.04	-950.86	38.26	0.0	2ndunitmidhall
fnteammrpdwalldecor2	472.97	-947.28	38.26	0.0	2ndunitmidhall
fnteammrpdwalldecor2	472.97	-950.86	38.26	0.0	2ndunitmidhall
822902232	472.88	-945.29	38.13	-90.0	2ndunitmidhall
822902232	472.88	-947.52	38.13	-90.0	2ndunitmidhall
336917068	469.64	-946.71	37.24	0.0	2ndunitmidhall
3648898546	466.60	-939.39	37.95	165.0	2ndunitmidhall
629489439	467.40	-939.31	37.96	-155.0	2ndunitmidhall
3118505297	467.91	-939.72	38.34	90.0	2ndunitmidhall
nteammrpdplate	463.45	-978.85	40.91	90.0	2ndunithall
nteammrpdlobbyseat	463.76	-983.64	37.25	0.0	2ndunithall
nteammrpdlobbyseat	463.76	-976.27	37.25	0.0	2ndunithall
nteammrpdlobbyseat	463.76	-972.06	37.25	0.0	2ndunithall
3630108248	463.86	-968.91	37.25	50.0	2ndunithall
3630108248	463.86	-985.48	37.25	-105.0	2ndunithall
nteam_mrpd_keypadtablet	464.45	-986.25	38.42	-180.0	2ndunithall
nteam_mrpd_keypadtablet	463.46	-977.65	38.42	90.0	2ndunithall
fntammrpdrcyl2	467.66	-985.69	37.25	0.0	2ndunithall
fntammrpdrcyl1	468.19	-985.69	37.26	0.0	2ndunithall
nteammrpdtv	469.12	-971.70	38.88	-90.0	2ndunithall
nteammrpdflag	468.93	-974.67	38.38	0.0	2ndunithall
nteammrpdflag	468.93	-977.87	38.38	0.0	2ndunithall
nteammrpdtv	469.12	-980.41	38.94	-90.0	2ndunithall
nteam_mrpd_biglogo	469.12	-976.26	39.13	-90.0	2ndunithall
4137142299	464.68	-972.52	40.14	90.0	2ndunithall
4137142299	468.04	-972.52	40.14	90.0	2ndunithall
4137142299	468.04	-980.94	40.14	90.0	2ndunithall
4137142299	464.68	-980.94	40.14	90.0	2ndunithall
nteammrpdtv	473.40	-954.59	38.88	-90.0	2ndunithall
fnteammprdcab1	472.82	-953.45	37.25	-90.0	2ndunithall
nteam_mrpd_lamp1	466.75	-953.96	40.70	90.0	2ndunithall
nteam_mrpd_lamp1	466.75	-956.78	40.70	90.0	2ndunithall
nteam_mrpd_lamp1	466.75	-959.92	40.70	90.0	2ndunithall
nteam_mrpd_lamp1	466.75	-962.90	40.70	90.0	2ndunithall
nteam_mrpd_lamp1	471.32	-953.68	40.70	90.0	2ndunithall
3630108248	473.03	-951.54	37.25	75.0	2ndunithall
3630108248	473.03	-957.42	37.25	-40.0	2ndunithall
fnteamdoubledesk	460.84	-941.04	36.50	0.0	2ndunitoffice
fnteamdoubledesk	460.84	-936.95	36.50	0.0	2ndunitoffice
fnteamdeskmonitors	461.06	-937.34	37.25	180.0	2ndunitoffice
fnteamdeskmonitors	459.56	-937.34	37.25	180.0	2ndunitoffice
fnteamdeskmonitors	461.06	-941.46	37.25	180.0	2ndunitoffice
fnteamdeskmonitors	459.56	-941.46	37.25	180.0	2ndunitoffice
fnteamdeskmonitors	458.79	-938.34	37.25	0.0	2ndunitoffice
fnteamdeskmonitors	460.29	-938.34	37.25	0.0	2ndunitoffice
fnteamdeskmonitors	458.70	-942.46	37.25	0.0	2ndunitoffice
fnteamdeskmonitors	460.20	-942.46	37.25	0.0	2ndunitoffice
nteam_mrpd_lamp1	467.74	-942.30	40.66	0.0	2ndunitmidhall
nteam_mrpd_lamp1	467.74	-944.90	40.66	0.0	2ndunitmidhall
nteam_mrpd_lamp1	462.44	-935.74	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	462.44	-940.43	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	462.44	-944.07	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	473.16	-942.31	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	473.16	-935.87	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	473.16	-939.09	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	477.14	-939.09	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	477.14	-942.31	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	477.14	-935.87	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	477.14	-930.01	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	477.14	-933.24	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	458.66	-930.01	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	458.66	-933.24	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	459.00	-940.43	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	459.00	-944.07	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	459.00	-935.74	40.63	0.0	2ndunitoffice
nteam_mrpd_lamp1	467.77	-935.87	40.63	0.0	2ndunitoffice
nteam_mrpd_swatlogo	467.13	-936.95	39.24	180.0	2ndunitoffice
3297809923	460.59	-936.76	37.85	0.0	2ndunitoffice
3297809923	459.35	-936.76	37.85	0.0	2ndunitoffice
3297809923	460.81	-939.29	37.85	180.0	2ndunitoffice
3297809923	459.12	-939.13	37.85	180.0	2ndunitoffice
3297809923	460.68	-940.64	37.85	0.0	2ndunitoffice
3297809923	459.08	-940.72	37.85	0.0	2ndunitoffice
3297809923	460.87	-943.93	37.85	180.0	2ndunitoffice
3297809923	459.11	-943.40	37.85	180.0	2ndunitoffice
fntammrpdoffcab3	470.49	-942.76	37.27	0.0	2ndunitoffice
fntammrpdoffcab3	477.96	-942.76	37.27	0.0	2ndunitoffice
fntammrpdoffcab1	472.87	-942.76	37.26	0.0	2ndunitoffice
fntammrpdoffcab1	463.09	-945.55	37.26	0.0	2ndunitoffice
fntammrpdoffcab2	461.86	-945.55	37.29	0.0	2ndunitoffice
fntammrpdoffcab3	455.10	-945.55	37.26	0.0	2ndunitoffice
fntammrpdoffcab3	456.33	-945.55	37.26	0.0	2ndunitoffice
fntammrpdrcyl2	472.66	-942.83	37.27	0.0	2ndunitoffice
fntammrpdrcyl1	471.84	-942.83	37.28	0.0	2ndunitoffice
fntammrpdrcyl2	462.89	-945.69	37.27	0.0	2ndunitoffice
fntammrpdrcyl1	462.07	-945.69	37.28	0.0	2ndunitoffice
fnteamdesk2add	455.13	-931.20	37.24	180.0	2ndunitoffice
1810328078	455.57	-929.05	37.87	90.0	2ndunitoffice
1413173041	455.51	-928.45	37.87	90.0	2ndunitoffice
3849558395	455.57	-929.82	37.87	120.0	2ndunitoffice
108869307	456.47	-930.51	38.04	-160.0	2ndunitoffice
3297809923	457.70	-928.85	37.84	-10.0	2ndunitoffice
3648898546	458.69	-930.68	38.04	-160.0	2ndunitoffice
629489439	457.70	-930.51	38.05	-180.0	2ndunitoffice
349041455	459.38	-930.60	37.27	180.0	2ndunitoffice
prop_off_chair_05	458.45	-932.12	37.34	-90.0	2ndunitoffice
3753078215	457.18	-932.03	37.26	-180.0	2ndunitoffice
prop_off_chair_05	455.87	-932.02	37.33	90.0	2ndunitoffice
1442091633	455.96	-932.37	37.24	-90.0	2ndunitoffice
1442091633	457.76	-932.37	37.24	-90.0	2ndunitoffice
fnteamdesk2	459.21	-931.21	37.29	0.0	2ndunitoffice
fnteamdesk2add	478.98	-928.21	37.23	0.0	2ndunitoffice
1810328078	478.54	-930.36	37.85	-90.0	2ndunitoffice
1413173041	475.29	-925.85	37.86	90.0	2ndunitoffice
3849558395	478.54	-929.59	37.85	-60.0	2ndunitoffice
108869307	475.43	-930.43	38.11	-160.0	2ndunitoffice
3297809923	476.90	-928.98	37.85	-10.0	2ndunitoffice
3648898546	477.65	-930.60	38.10	-160.0	2ndunitoffice
629489439	476.66	-930.43	38.11	-180.0	2ndunitoffice
349041455	474.86	-930.67	37.25	0.0	2ndunitoffice
prop_off_chair_05	477.94	-932.25	37.40	-90.0	2ndunitoffice
3753078215	476.66	-932.16	37.33	-180.0	2ndunitoffice
prop_off_chair_05	475.26	-932.15	37.39	90.0	2ndunitoffice
1442091633	475.31	-932.40	37.31	-90.0	2ndunitoffice
1442091633	477.11	-932.40	37.31	-90.0	2ndunitoffice
fnteamdesk2	478.05	-931.35	37.36	0.0	2ndunitoffice
167066071	462.34	-932.32	37.22	180.0	2ndunitcaptain
167066071	462.39	-927.73	37.24	0.0	2ndunitcaptain
3721103792	462.21	-929.97	37.69	180.0	2ndunitcaptain
3799024955	462.22	-930.03	37.26	180.0	2ndunitcaptain
3605067516	465.79	-931.08	37.22	180.0	2ndunitcaptain
3605067516	468.00	-931.08	37.22	180.0	2ndunitcaptain
349041455	468.80	-931.51	37.26	180.0	2ndunitcaptain
349041455	465.07	-931.51	37.26	0.0	2ndunitcaptain
3753078215	466.91	-931.13	37.24	180.0	2ndunitcaptain
fnteamofficerdeskmrpd	469.24	-929.61	37.25	0.0	2ndunitcaptain
1332036166	465.28	-929.17	38.06	160.0	2ndunitcaptain
1806057883	465.24	-928.72	38.19	160.0	2ndunitcaptain
3648898546	465.68	-929.12	38.06	150.0	2ndunitcaptain
2589710170	467.00	-927.63	37.86	0.0	2ndunitcaptain
2159865087	467.07	-928.93	38.07	-175.0	2ndunitcaptain
1198060932	467.70	-928.76	38.05	-175.0	2ndunitcaptain
2395237634	467.73	-929.43	38.07	-175.0	2ndunitcaptain
176591061	468.59	-929.22	37.57	0.0	2ndunitcaptain
fnteammprdcab2	466.94	-926.79	37.24	0.0	2ndunitcaptain
fnteammprdcab2	464.71	-926.79	37.24	0.0	2ndunitcaptain
2281969340	465.12	-926.49	37.98	0.0	2ndunitcaptain
3333788740	465.97	-926.49	38.02	0.0	2ndunitcaptain
nteammrpdflag	464.34	-926.43	38.36	0.0	2ndunitcaptain
nteammrpdflag	469.49	-926.43	38.36	0.0	2ndunitcaptain
2281969340	468.73	-926.49	37.98	0.0	2ndunitcaptain
2588453842	466.95	-926.49	38.02	0.0	2ndunitcaptain
3816559992	467.96	-926.49	38.02	0.0	2ndunitcaptain
3297809923	471.26	-927.84	37.83	5.0	2ndunitcaptain
3297809923	472.01	-928.85	37.83	-85.0	2ndunitcaptain
3297809923	472.10	-930.10	37.83	-95.0	2ndunitcaptain
3297809923	472.12	-931.21	37.83	-90.0	2ndunitcaptain
3297809923	471.21	-932.22	37.83	180.0	2ndunitcaptain
3297809923	470.36	-931.15	37.83	95.0	2ndunitcaptain
3297809923	470.36	-930.05	37.83	95.0	2ndunitcaptain
3297809923	470.36	-928.85	37.83	90.0	2ndunitcaptain
4270762401	471.23	-930.05	37.21	-90.0	2ndunitcaptain
336917068	461.36	-926.72	37.26	0.0	2ndunitcaptain
3630108248	461.36	-933.35	37.26	0.0	2ndunitcaptain
3630108248	472.74	-933.53	37.26	0.0	2ndunitcaptain
336917068	472.74	-926.71	37.26	0.0	2ndunitcaptain
wnteammrpdlogohold	468.60	-931.67	40.85	180.0	2ndunitcaptain
wnteammrpdlogohold	471.57	-931.67	40.85	180.0	2ndunitcaptain
wnteammrpdlogohold	465.62	-931.67	40.85	180.0	2ndunitcaptain
nteam_mrpd_lamp1	461.47	-929.89	40.55	180.0	2ndunitcaptain
nteam_mrpd_lamp1	466.20	-929.89	40.55	180.0	2ndunitcaptain
nteam_mrpd_lamp1	470.46	-929.89	40.55	180.0	2ndunitcaptain
nteam_mrpd_lamp1	470.46	-932.48	40.55	180.0	2ndunitcaptain
nteam_mrpd_lamp1	466.20	-932.48	40.55	180.0	2ndunitcaptain
nteam_mrpd_lamp1	461.47	-932.48	40.55	180.0	2ndunitcaptain
nteam_mrpd_lamp1	470.46	-927.15	40.55	180.0	2ndunitcaptain
nteam_mrpd_lamp1	466.20	-927.15	40.55	180.0	2ndunitcaptain
nteam_mrpd_lamp1	461.47	-927.15	40.55	180.0	2ndunitcaptain
3630108248	458.07	-926.46	37.24	-110.0	2ndunitoffice
3322112790	457.49	-926.49	37.44	0.0	2ndunitoffice
3322112790	456.96	-926.49	37.44	0.0	2ndunitoffice
3322112790	456.49	-926.49	37.73	0.0	2ndunitoffice
3322112790	456.45	-926.49	37.44	0.0	2ndunitoffice
nteammrpdflag	455.23	-926.52	38.38	-180.0	2ndunitoffice
3322112790	455.99	-926.50	38.03	0.0	2ndunitoffice
1617449286	456.24	-926.52	38.20	0.0	2ndunitoffice
1617449286	456.32	-926.52	38.20	0.0	2ndunitoffice
1617449286	456.41	-926.52	38.20	0.0	2ndunitoffice
1617449286	456.50	-926.52	38.20	0.0	2ndunitoffice
1617449286	456.59	-926.52	38.20	0.0	2ndunitoffice
1617449286	456.67	-926.52	38.20	0.0	2ndunitoffice
1617449286	456.76	-926.52	38.20	0.0	2ndunitoffice
3322112790	457.02	-926.49	38.03	0.0	2ndunitoffice
429364207	457.47	-926.49	38.03	0.0	2ndunitoffice
fnteammprdcab2	455.56	-926.77	37.25	0.0	2ndunitoffice
1617449286	459.32	-926.51	38.16	0.0	2ndunitoffice
1617449286	459.41	-926.51	38.16	0.0	2ndunitoffice
1617449286	459.49	-926.51	38.16	0.0	2ndunitoffice
1617449286	459.58	-926.51	38.16	0.0	2ndunitoffice
3322112790	459.83	-926.48	37.99	0.0	2ndunitoffice
fnteammprdcab2	458.44	-926.76	37.21	0.0	2ndunitoffice
3322112790	460.26	-926.48	37.99	0.0	2ndunitoffice
3322112790	475.69	-926.49	37.25	0.0	2ndunitoffice
3322112790	475.16	-926.49	37.45	0.0	2ndunitoffice
3322112790	474.65	-926.49	37.45	0.0	2ndunitoffice
3322112790	474.19	-926.50	38.04	0.0	2ndunitoffice
1617449286	474.52	-926.52	38.21	0.0	2ndunitoffice
1617449286	474.44	-926.52	38.21	0.0	2ndunitoffice
1617449286	474.61	-926.52	38.21	0.0	2ndunitoffice
1617449286	474.70	-926.52	38.21	0.0	2ndunitoffice
1617449286	474.79	-926.52	38.21	0.0	2ndunitoffice
1617449286	474.87	-926.52	38.21	0.0	2ndunitoffice
1617449286	474.96	-926.52	38.21	0.0	2ndunitoffice
3322112790	475.22	-926.49	38.04	0.0	2ndunitoffice
nteammrpdflag	478.86	-927.18	38.38	-180.0	2ndunitoffice
3630108248	476.27	-926.46	37.25	-110.0	2ndunitoffice
fnteammprdcab2	476.63	-926.76	37.21	0.0	2ndunitoffice
1617449286	477.60	-926.51	38.16	0.0	2ndunitoffice
1617449286	477.35	-926.51	38.15	0.0	2ndunitoffice
1617449286	477.45	-926.51	38.15	0.0	2ndunitoffice
1617449286	477.54	-926.51	38.15	0.0	2ndunitoffice
3322112790	478.37	-926.48	37.98	0.0	2ndunitoffice
3322112790	477.89	-926.48	37.98	0.0	2ndunitoffice
fnteammprdcab2	473.19	-926.76	37.25	0.0	2ndunitoffice
429364207	476.92	-926.48	38.02	0.0	2ndunitoffice
629489439	458.13	-937.15	38.14	-180.0	2ndunitoffice
629489439	458.01	-941.40	38.14	-80.0	2ndunitoffice
3849558395	461.89	-937.60	38.14	-150.0	2ndunitoffice
1393879481	461.96	-941.40	38.13	-150.0	2ndunitoffice
3750719837	464.28	-944.78	37.25	-90.0	2ndunitoffice
3750719837	476.64	-943.06	37.25	-180.0	2ndunitoffice
3995460087	464.40	-938.75	37.24	-90.0	2ndunitoffice
3898700932	464.37	-938.61	37.64	-90.0	2ndunitoffice
3182894896	464.37	-938.14	37.59	-90.0	2ndunitoffice
3644118571	464.37	-937.83	38.06	-90.0	2ndunitoffice
3649671024	464.37	-938.91	38.90	-90.0	2ndunitoffice
2791821097	464.37	-938.51	38.96	-90.0	2ndunitoffice
2955338407	464.37	-938.15	38.96	-90.0	2ndunitoffice
2791821097	464.37	-939.68	38.85	-90.0	2ndunitoffice
3155124437	464.37	-939.20	38.92	-90.0	2ndunitoffice
2299126484	464.37	-939.41	37.90	-90.0	2ndunitoffice
1995042965	474.78	-943.10	37.25	-180.0	2ndunitoffice
1995042965	473.54	-943.10	37.25	-180.0	2ndunitoffice
1879489993	473.18	-943.13	38.14	90.0	2ndunitoffice
159474821	473.80	-943.13	38.27	-180.0	2ndunitoffice
3789885335	473.80	-943.13	38.19	-180.0	2ndunitoffice
1879489993	474.63	-943.13	38.14	-180.0	2ndunitoffice
3693043050	475.11	-943.13	38.13	-180.0	2ndunitoffice
nteammrpdtv	474.14	-943.41	39.13	-180.0	2ndunitoffice
nteammrpdflag	470.05	-942.90	38.38	-180.0	2ndunitoffice
3693043050	460.34	-945.92	38.13	-180.0	2ndunitoffice
1879489993	459.86	-945.92	38.14	-180.0	2ndunitoffice
159474821	459.03	-945.92	38.27	-180.0	2ndunitoffice
3789885335	459.03	-945.92	38.19	-180.0	2ndunitoffice
1879489993	458.41	-945.92	38.14	90.0	2ndunitoffice
1995042965	458.77	-945.89	37.25	-180.0	2ndunitoffice
1995042965	460.00	-945.89	37.25	-180.0	2ndunitoffice
nteammrpdtv	459.37	-946.20	39.18	-180.0	2ndunitoffice
nteammrpdflag	457.77	-945.87	38.38	-180.0	2ndunitoffice
2548496778	458.17	-930.65	38.04	-150.0	2ndunitoffice
2548496778	458.13	-938.12	38.14	-60.0	2ndunitoffice
1439772435	461.86	-938.11	38.14	-40.0	2ndunitoffice
3893883483	461.92	-942.00	38.13	-150.0	2ndunitoffice
3893883483	461.75	-942.59	38.13	-30.0	2ndunitoffice
1806057883	461.87	-942.38	38.26	35.0	2ndunitoffice
29402038	473.61	-940.35	38.12	-5.0	2ndunitoffice
929749731	472.94	-940.43	38.12	10.0	2ndunitoffice
3297809923	473.36	-941.18	37.86	-180.0	2ndunitoffice
2904008868	473.36	-940.55	38.12	0.0	2ndunitoffice
2330564864	472.97	-940.55	38.24	40.0	2ndunitoffice
fnteamdesk1	474.08	-940.30	37.25	90.0	2ndunitoffice
3008183981	474.05	-940.48	38.17	175.0	2ndunitoffice
1393879481	474.37	-940.63	38.12	175.0	2ndunitoffice
647955628	474.50	-940.48	38.18	175.0	2ndunitoffice
176137803	474.75	-940.72	38.13	5.0	2ndunitoffice
fnteamdesk1	475.54	-940.30	37.25	90.0	2ndunitoffice
4161278897	475.12	-940.62	38.19	95.0	2ndunitoffice
2709734878	475.46	-940.55	38.12	60.0	2ndunitoffice
3297809923	476.52	-941.35	37.86	-180.0	2ndunitoffice
176137803	476.19	-940.68	38.13	5.0	2ndunitoffice
760935785	476.46	-940.68	38.13	5.0	2ndunitoffice
2006600278	476.41	-940.50	38.12	95.0	2ndunitoffice
2904008868	476.89	-940.55	38.12	-15.0	2ndunitoffice
fnteamdesk1add	477.19	-940.29	38.09	180.0	2ndunitoffice
fnteamdesk1	477.20	-938.98	37.25	180.0	2ndunitoffice
3118505297	477.53	-939.58	38.14	95.0	2ndunitoffice
4161278897	477.57	-939.97	38.19	95.0	2ndunitoffice
3297809923	477.98	-939.56	37.86	-90.0	2ndunitoffice
176137803	477.49	-938.47	38.13	92.7	2ndunitoffice
2124444362	477.42	-937.97	38.12	165.0	2ndunitoffice
3297809923	477.99	-938.15	37.86	-90.0	2ndunitoffice
fnteamdesk1	477.20	-937.51	37.25	180.0	2ndunitoffice
2330564864	477.43	-937.05	38.14	120.0	2ndunitoffice
647955628	476.95	-937.11	38.18	175.0	2ndunitoffice
fnteamdesk1add	477.20	-937.35	38.09	-90.0	2ndunitoffice
fnteamdesk1	475.90	-937.34	37.25	-90.0	2ndunitoffice
3319546270	476.62	-937.11	38.13	-170.0	2ndunitoffice
2904008868	476.19	-937.07	38.12	180.0	2ndunitoffice
176137803	475.86	-936.99	38.14	170.0	2ndunitoffice
2006600278	475.49	-937.00	38.12	95.0	2ndunitoffice
3297809923	476.45	-935.57	37.86	0.0	2ndunitoffice
3297809923	474.94	-935.81	37.86	0.0	2ndunitoffice
fnteamdesk1	474.42	-937.34	37.25	-90.0	2ndunitoffice
2330564864	474.53	-937.05	38.24	155.0	2ndunitoffice
3849558395	474.92	-937.07	38.12	145.0	2ndunitoffice
4161278897	474.09	-937.12	38.19	95.0	2ndunitoffice
3118505297	473.67	-937.17	38.14	95.0	2ndunitoffice
3319546270	473.28	-937.11	38.13	-170.0	2ndunitoffice
2904008868	472.99	-936.99	38.12	155.0	2ndunitoffice
4161278897	472.79	-937.23	38.19	95.0	2ndunitoffice
3297809923	473.56	-936.23	37.86	0.0	2ndunitoffice
fnteamdesk1	472.94	-937.34	37.25	-90.0	2ndunitoffice
921401054	475.30	-937.20	38.12	60.0	2ndunitoffice
1393879481	474.27	-937.16	38.12	150.0	2ndunitoffice
3893883483	475.32	-936.78	38.12	95.0	2ndunitoffice
fnteamdesk1	477.01	-940.30	37.25	90.0	2ndunitoffice
3182894896	469.61	-939.43	37.59	90.0	2ndunitoffice
3898700932	469.61	-938.97	37.64	90.0	2ndunitoffice
2303087044	469.63	-939.44	37.97	90.0	2ndunitoffice
3644118571	469.61	-939.74	38.06	90.0	2ndunitoffice
3759384755	469.62	-939.83	38.75	90.0	2ndunitoffice
2791821097	469.61	-939.06	38.96	90.0	2ndunitoffice
2955338407	469.61	-939.43	38.96	90.0	2ndunitoffice
3649671024	469.61	-938.67	38.90	90.0	2ndunitoffice
3995460087	469.58	-938.83	37.24	90.0	2ndunitoffice
2791821097	469.60	-937.90	38.85	90.0	2ndunitoffice
3807269559	469.62	-938.02	38.46	90.0	2ndunitoffice
2299126484	469.61	-938.17	37.90	90.0	2ndunitoffice
3207178961	460.38	-975.43	37.25	0.0	2ndunithall
4220543854	455.55	-935.40	37.88	90.0	2ndunitoffice
2017762556	457.20	-980.23	37.25	90.0	2ndunithall
3112004387	460.26	-980.63	37.26	-90.0	2ndunithall
795095898	457.13	-981.02	38.25	90.0	2ndunithall
2331163483	458.82	-980.63	37.71	-90.0	2ndunithall
3874677496	463.15	-981.53	38.84	-90.0	2ndunithall
1265651373	457.38	-977.97	37.25	90.0	2ndunithall
1291456491	462.93	-977.53	37.68	0.0	2ndunithall
4269333956	457.20	-978.13	39.96	90.0	2ndunithall
2977605491	461.99	-983.17	37.26	180.0	2ndunithall
1020863041	462.38	-975.43	37.25	0.0	2ndunithall
3453522287	458.82	-981.18	37.31	-90.0	2ndunithall
3302257222	458.00	-977.84	37.25	0.0	2ndunithall
346710503	459.97	-983.40	37.26	180.0	2ndunithall
4269333956	460.85	-975.29	39.98	0.0	2ndunithall
591282751	457.23	-976.60	37.25	90.0	2ndunithall
3718451772	457.20	-980.14	38.25	90.0	2ndunithall
388753871	457.20	-978.80	38.25	90.0	2ndunithall
813074696	461.22	-975.43	38.21	0.0	2ndunithall
3117511928	457.57	-975.08	37.24	0.0	2ndunithall
